AP09AB1234,2025-12-15 16:00:13,81.27,10.59,0.34,40178
AP09AB1234,2025-12-15 16:00:16,80.51,11.11,0.29,40182
AP09AB1234,2025-12-15 16:00:19,86.95,11.79,0.75,40185
AP09AB1234,2025-12-15 16:00:22,85.63,13.33,0.68,40188
AP09AB1234,2025-12-15 16:00:25,76.2,12.59,0.65,40189
AP09AB1234,2025-12-15 16:00:28,102.43,14.23,0.72,40191
AP09AB1234,2025-12-15 16:00:31,106.05,11.15,0.76,40195
AP09AB1234,2025-12-15 16:00:34,79.24,12.45,0.37,40197
AP09AB1234,2025-12-15 16:00:37,98.77,13.12,0.63,40201
AP09AB1234,2025-12-15 16:00:40,94.53,12.64,0.51,40204
AP09AB1234,2025-12-15 16:00:43,101.49,14.16,0.5,40208
AP09AB1234,2025-12-15 16:00:46,104.22,12.88,0.24,40210
AP09AB1234,2025-12-15 16:00:49,107.03,13.07,0.23,40212
AP09AB1234,2025-12-15 16:00:52,96.08,12.39,0.71,40214
AP09AB1234,2025-12-15 16:00:55,85.97,13.46,0.44,40218
AP09AB1234,2025-12-15 16:00:58,90.44,11.29,0.48,40221
AP09AB1234,2025-12-15 16:01:01,93.17,10.6,0.48,40222
AP09AB1234,2025-12-15 16:01:04,77.1,13.31,0.99,40226
AP09AB1234,2025-12-15 16:01:07,108.62,13.72,0.77,40230
AP09AB1234,2025-12-15 16:01:10,109.55,13.32,0.91,40233
AP09AB1234,2025-12-15 16:01:13,96.98,13.61,0.9,40237
AP09AB1234,2025-12-15 16:01:16,86.85,11.91,0.5,40240
AP09AB1234,2025-12-15 16:01:19,82.13,12.95,0.41,40242
AP09AB1234,2025-12-15 16:01:22,87.36,12.03,0.46,40245
AP09AB1234,2025-12-15 16:01:25,100.48,12.07,0.58,40249
AP09AB1234,2025-12-15 16:01:28,79.37,13.96,0.6,40253
AP09AB1234,2025-12-15 16:01:31,107.91,13.01,0.7,40254
AP09AB1234,2025-12-15 16:01:34,82.13,11.25,0.61,40255
AP09AB1234,2025-12-15 16:01:37,82.05,14.28,0.84,40257
AP09AB1234,2025-12-15 16:01:40,89.52,12.88,0.42,40258
AP09AB1234,2025-12-15 16:01:43,97.85,11.82,0.58,40262
AP09AB1234,2025-12-15 16:01:46,90.14,10.55,0.52,40264
AP09AB1234,2025-12-15 16:01:49,96.82,11.13,0.25,40267
AP09AB1234,2025-12-15 16:01:52,82.98,13.07,0.68,40268
AP09AB1234,2025-12-15 16:01:55,98.54,10.57,0.73,40272
AP09AB1234,2025-12-15 16:01:58,91.27,14.44,0.53,40276
AP09AB1234,2025-12-15 16:02:01,86.85,13.5,0.32,40280
AP09AB1234,2025-12-15 16:02:04,86.81,13.68,0.77,40285
AP09AB1234,2025-12-15 16:02:07,85.32,13.77,0.52,40289
AP09AB1234,2025-12-15 16:02:10,93.77,14.48,0.58,40294
AP09AB1234,2025-12-15 16:02:13,78.03,11.65,0.43,40296
AP09AB1234,2025-12-15 16:02:16,76.4,13.88,0.48,40300
AP09AB1234,2025-12-15 16:02:19,106.32,13.44,0.66,40305
AP09AB1234,2025-12-15 16:02:22,97.63,13.71,0.8,40310
AP09AB1234,2025-12-15 16:02:25,90.08,12.03,0.38,40311
AP09AB1234,2025-12-15 16:02:28,94.91,13.21,0.28,40314
AP09AB1234,2025-12-15 16:02:31,93.84,11.38,0.61,40316
AP09AB1234,2025-12-15 16:02:34,76.55,11.65,0.2,40317
AP09AB1234,2025-12-15 16:02:37,99.96,13.22,0.73,40321
AP09AB1234,2025-12-15 16:02:40,107.23,14.15,0.82,40323
AP09AB1234,2025-12-15 16:02:43,89.62,12.26,0.32,40325
AP09AB1234,2025-12-15 16:02:46,89.41,11.86,0.66,40328
AP09AB1234,2025-12-15 16:02:49,76.4,14.14,0.68,40329
AP09AB1234,2025-12-15 16:02:52,97.36,12.98,0.76,40331
AP09AB1234,2025-12-15 16:02:55,98.18,11.26,0.75,40336
AP09AB1234,2025-12-15 16:02:58,81.23,11.5,0.84,40340
AP09AB1234,2025-12-15 16:03:01,79.09,11.14,0.25,40344
AP09AB1234,2025-12-15 16:03:04,105.21,11.63,0.93,40346
AP09AB1234,2025-12-15 16:03:07,105.92,14.17,0.23,40348
AP09AB1234,2025-12-15 16:03:10,101.66,11.17,0.95,40353
AP09AB1234,2025-12-15 16:03:13,84.84,10.84,0.69,40356
AP09AB1234,2025-12-15 16:03:16,80.94,14.0,0.52,40361
AP09AB1234,2025-12-15 16:03:19,80.64,14.35,0.43,40366
AP09AB1234,2025-12-15 16:03:22,88.69,10.68,0.57,40371
AP09AB1234,2025-12-15 16:03:25,99.1,11.94,0.54,40373
AP09AB1234,2025-12-15 16:03:28,77.11,12.41,0.85,40374
AP09AB1234,2025-12-15 16:03:31,104.69,10.99,0.89,40378
AP09AB1234,2025-12-15 16:03:34,82.71,13.37,0.39,40380
AP09AB1234,2025-12-15 16:03:37,103.83,14.26,0.53,40381
AP09AB1234,2025-12-15 16:03:40,103.98,12.1,0.7,40385
AP09AB1234,2025-12-15 16:03:43,78.47,10.84,0.22,40388
AP09AB1234,2025-12-15 16:03:46,92.79,13.39,0.89,40391
AP09AB1234,2025-12-15 16:03:49,91.12,10.69,0.63,40393
AP09AB1234,2025-12-15 16:03:52,79.94,14.26,0.29,40396
AP09AB1234,2025-12-15 16:03:55,75.68,12.14,0.39,40400
AP09AB1234,2025-12-15 16:03:58,108.23,10.69,0.68,40401
AP09AB1234,2025-12-15 16:04:01,85.65,14.48,0.58,40404
AP09AB1234,2025-12-15 16:04:04,77.35,14.39,0.67,40408
AP09AB1234,2025-12-15 16:04:07,85.38,14.32,0.38,40412
AP09AB1234,2025-12-15 16:04:10,82.34,10.65,0.43,40415
AP09AB1234,2025-12-15 16:04:13,98.88,13.09,0.73,40416
AP09AB1234,2025-12-15 16:04:16,86.87,10.75,0.99,40419
AP09AB1234,2025-12-15 16:04:19,86.38,14.1,0.44,40422
AP09AB1234,2025-12-15 16:04:22,82.38,10.52,0.69,40427
AP09AB1234,2025-12-15 16:04:25,81.63,13.64,0.76,40428
AP09AB1234,2025-12-15 16:04:28,80.62,12.1,0.62,40432
AP09AB1234,2025-12-15 16:04:31,86.69,10.62,0.49,40433
AP09AB1234,2025-12-15 16:04:34,104.81,11.34,0.56,40438
AP09AB1234,2025-12-15 16:04:37,81.75,13.71,0.43,40439
AP09AB1234,2025-12-15 16:04:40,92.52,10.61,0.32,40443
AP09AB1234,2025-12-15 16:04:43,98.8,11.33,0.33,40445
AP09AB1234,2025-12-15 16:04:46,96.25,13.62,0.73,40446
AP09AB1234,2025-12-15 16:04:49,102.5,13.77,0.5,40449
AP09AB1234,2025-12-15 16:04:52,82.22,13.35,0.26,40452
AP09AB1234,2025-12-15 16:04:55,84.32,13.47,0.92,40453
AP09AB1234,2025-12-15 16:04:58,95.27,11.89,0.47,40457
AP09AB1234,2025-12-15 16:05:01,92.13,11.05,0.59,40461
AP09AB1234,2025-12-15 16:05:04,83.06,13.55,0.31,40464
AP09AB1234,2025-12-15 16:05:07,81.97,12.9,0.34,40465
AP09AB1234,2025-12-15 16:05:10,89.62,11.3,0.59,40467
AP09AB1234,2025-12-15 16:05:13,104.17,13.95,0.86,40470
AP09AB1234,2025-12-15 16:05:16,106.73,12.06,0.87,40472
AP09AB1234,2025-12-15 16:05:19,99.97,13.3,0.3,40475
AP09AB1234,2025-12-15 16:05:22,78.4,12.6,0.36,40480
AP09AB1234,2025-12-15 16:05:25,108.38,12.06,0.5,40483
AP09AB1234,2025-12-15 16:05:28,109.39,11.49,0.3,40484
AP09AB1234,2025-12-15 16:05:31,87.74,10.58,0.4,40485
AP09AB1234,2025-12-15 16:05:34,101.58,11.0,0.54,40490
AP09AB1234,2025-12-15 16:05:37,81.14,12.13,0.95,40492
AP09AB1234,2025-12-15 16:05:40,101.46,10.66,0.29,40497
AP09AB1234,2025-12-15 16:05:43,93.96,12.03,0.7,40498
AP09AB1234,2025-12-15 16:05:46,81.7,12.06,0.47,40500
AP09AB1234,2025-12-15 16:05:50,76.04,13.17,0.58,40501
AP09AB1234,2025-12-15 16:05:53,108.35,11.98,0.26,40504
AP09AB1234,2025-12-15 16:05:56,78.91,14.4,0.83,40505
AP09AB1234,2025-12-15 16:05:59,77.55,10.83,0.79,40506
AP09AB1234,2025-12-15 16:06:02,88.37,12.45,0.51,40508
AP09AB1234,2025-12-15 16:06:05,109.32,12.07,0.37,40513
AP09AB1234,2025-12-15 16:06:08,79.98,12.48,0.86,40516
AP09AB1234,2025-12-15 16:06:11,104.74,13.63,0.8,40519
AP09AB1234,2025-12-15 16:06:14,82.34,13.56,0.9,40523
AP09AB1234,2025-12-15 16:06:17,103.28,10.86,0.97,40526
AP09AB1234,2025-12-15 16:06:20,104.18,11.54,0.74,40527
AP09AB1234,2025-12-15 16:06:23,83.45,14.12,0.68,40532
AP09AB1234,2025-12-15 16:06:26,103.47,10.95,0.56,40537
AP09AB1234,2025-12-15 16:06:29,106.37,13.99,0.59,40542
AP09AB1234,2025-12-15 16:06:32,82.53,13.43,0.37,40543
AP09AB1234,2025-12-15 16:06:35,98.43,14.34,0.39,40544
AP09AB1234,2025-12-15 16:06:38,79.26,12.42,0.97,40549
AP09AB1234,2025-12-15 16:06:41,76.32,11.6,0.78,40554
AP09AB1234,2025-12-15 16:06:44,97.99,11.8,0.45,40555
AP09AB1234,2025-12-15 16:06:47,78.44,11.85,0.52,40559
AP09AB1234,2025-12-15 16:06:50,98.9,11.7,0.63,40561
AP09AB1234,2025-12-15 16:06:53,103.42,12.89,0.25,40565
AP09AB1234,2025-12-15 16:06:56,99.58,12.42,0.53,40567
AP09AB1234,2025-12-15 16:06:59,99.57,11.03,0.97,40570
AP09AB1234,2025-12-15 16:07:02,77.53,13.22,0.24,40574
AP09AB1234,2025-12-15 16:07:05,78.22,11.71,0.26,40579
AP09AB1234,2025-12-15 16:07:08,80.37,13.81,0.89,40584
AP09AB1234,2025-12-15 16:07:11,82.07,14.02,0.62,40587
AP09AB1234,2025-12-15 16:07:14,104.64,11.44,0.44,40588
AP09AB1234,2025-12-15 16:07:17,88.77,12.01,0.33,40590
AP09AB1234,2025-12-15 16:07:20,105.83,13.17,0.49,40594
AP09AB1234,2025-12-15 16:07:23,86.67,11.59,0.23,40599
AP09AB1234,2025-12-15 16:07:26,75.12,10.75,0.37,40602
AP09AB1234,2025-12-15 16:07:29,101.21,12.09,0.86,40606
AP09AB1234,2025-12-15 16:07:32,95.75,11.18,0.71,40608
AP09AB1234,2025-12-15 16:07:35,109.21,10.61,0.57,40611
AP09AB1234,2025-12-15 16:07:38,108.99,13.78,0.49,40613
AP09AB1234,2025-12-15 16:07:41,85.93,13.39,0.22,40616
AP09AB1234,2025-12-15 16:07:44,102.08,13.09,0.77,40621
AP09AB1234,2025-12-15 16:07:47,105.31,13.51,0.25,40623
AP09AB1234,2025-12-15 16:07:50,93.54,12.99,0.94,40627
AP09AB1234,2025-12-15 16:07:53,89.15,12.76,0.37,40628
AP09AB1234,2025-12-15 16:07:56,101.1,13.7,0.91,40633
AP09AB1234,2025-12-15 16:07:59,108.19,11.36,0.55,40637
AP09AB1234,2025-12-15 16:08:02,87.21,14.12,0.44,40638
AP09AB1234,2025-12-15 16:08:05,105.92,13.97,0.89,40642
AP09AB1234,2025-12-15 16:08:08,78.85,12.81,0.83,40647
AP09AB1234,2025-12-15 16:08:11,107.41,11.74,0.98,40652
AP09AB1234,2025-12-15 16:08:14,100.68,10.89,0.85,40654
AP09AB1234,2025-12-15 16:08:17,94.41,12.85,0.95,40657
AP09AB1234,2025-12-15 16:08:20,77.85,13.07,0.56,40662
AP09AB1234,2025-12-15 16:08:23,106.53,13.57,0.39,40667
AP09AB1234,2025-12-15 16:08:26,105.1,11.93,0.5,40668
AP09AB1234,2025-12-15 16:08:29,80.1,10.7,0.44,40670
AP09AB1234,2025-12-15 16:08:32,96.15,13.99,0.94,40674
AP09AB1234,2025-12-15 16:08:35,99.07,14.3,0.4,40675
AP09AB1234,2025-12-15 16:08:38,90.38,14.21,0.62,40677
AP09AB1234,2025-12-15 16:08:41,98.34,12.47,0.46,40680
AP09AB1234,2025-12-15 16:08:44,91.24,12.38,0.28,40682
AP09AB1234,2025-12-15 16:08:47,86.63,10.5,0.65,40683
AP09AB1234,2025-12-15 16:08:50,82.51,10.92,0.55,40684
AP09AB1234,2025-12-15 16:08:53,85.53,12.08,0.44,40687
AP09AB1234,2025-12-15 16:08:56,107.0,12.8,0.87,40690
AP09AB1234,2025-12-15 16:08:59,76.7,14.02,0.72,40695
AP09AB1234,2025-12-15 16:09:02,75.85,10.7,0.47,40696
AP09AB1234,2025-12-15 16:09:05,91.39,11.58,0.41,40701
AP09AB1234,2025-12-15 16:09:08,86.52,10.81,0.36,40705
AP09AB1234,2025-12-15 16:09:11,81.47,12.62,0.79,40710
AP09AB1234,2025-12-15 16:09:14,99.57,13.11,0.97,40713
AP09AB1234,2025-12-15 16:09:17,87.46,11.61,0.73,40716
AP09AB1234,2025-12-15 16:09:20,104.6,13.51,0.26,40720
AP09AB1234,2025-12-15 16:09:23,104.36,11.66,0.98,40723
AP09AB1234,2025-12-15 16:09:26,77.27,12.81,0.72,40727
AP09AB1234,2025-12-15 16:09:29,86.54,13.64,0.76,40729
AP09AB1234,2025-12-15 16:09:32,109.71,12.95,0.98,40731
AP09AB1234,2025-12-15 16:09:35,92.49,12.77,0.27,40735
AP09AB1234,2025-12-15 16:09:38,101.19,12.47,0.67,40737
AP09AB1234,2025-12-15 16:09:41,88.3,13.74,0.44,40738
AP09AB1234,2025-12-15 16:09:44,88.65,14.34,0.35,40742
AP09AB1234,2025-12-15 16:09:47,96.57,11.71,0.54,40747
AP09AB1234,2025-12-15 16:09:50,79.76,10.96,0.58,40751
AP09AB1234,2025-12-15 16:09:53,97.67,11.96,0.81,40753
AP09AB1234,2025-12-15 16:09:56,102.8,12.38,0.87,40756
AP09AB1234,2025-12-15 16:09:59,90.88,13.64,0.24,40757
AP09AB1234,2025-12-15 16:10:02,106.9,13.59,0.38,40762
AP09AB1234,2025-12-15 16:10:05,84.15,13.73,0.61,40764
AP09AB1234,2025-12-15 16:10:08,81.37,13.05,0.61,40769
AP09AB1234,2025-12-15 16:10:11,91.34,13.48,0.56,40772
AP09AB1234,2025-12-15 16:10:14,97.6,12.75,0.91,40774
AP09AB1234,2025-12-15 16:10:17,96.42,11.08,0.62,40775
AP09AB1234,2025-12-15 16:10:20,82.81,11.27,0.74,40777
AP09AB1234,2025-12-15 16:10:23,78.87,14.42,0.61,40778
AP09AB1234,2025-12-15 16:10:26,88.27,14.07,0.52,40782
AP09AB1234,2025-12-15 16:10:29,97.45,11.7,0.74,40786
AP09AB1234,2025-12-15 16:10:32,83.02,11.45,0.65,40791
AP09AB1234,2025-12-15 16:10:35,92.7,10.59,0.89,40793
AP09AB1234,2025-12-15 16:10:38,102.99,11.62,0.81,40796
AP09AB1234,2025-12-15 16:10:41,86.86,13.6,0.23,40797
AP09AB1234,2025-12-15 16:10:44,95.53,12.84,0.85,40798
AP09AB1234,2025-12-15 16:10:47,86.68,12.35,0.97,40803
AP09AB1234,2025-12-15 16:10:50,76.04,13.67,0.44,40807
AP09AB1234,2025-12-15 16:10:53,103.04,13.59,0.98,40810
AP09AB1234,2025-12-15 16:10:56,76.54,10.78,0.97,40811
AP09AB1234,2025-12-15 16:10:59,83.35,12.23,0.9,40814
AP09AB1234,2025-12-15 16:11:02,81.06,10.59,0.29,40819
AP09AB1234,2025-12-15 16:11:05,79.58,11.39,0.91,40824
AP09AB1234,2025-12-15 16:11:08,76.05,11.67,0.71,40827
AP09AB1234,2025-12-15 16:11:11,80.63,14.08,0.88,40828
AP09AB1234,2025-12-15 16:11:14,100.34,11.92,0.36,40830
AP09AB1234,2025-12-15 16:11:17,99.81,10.67,0.85,40832
AP09AB1234,2025-12-15 16:11:20,96.12,10.86,0.96,40835
AP09AB1234,2025-12-15 16:11:23,83.9,12.02,0.74,40839
AP09AB1234,2025-12-15 16:11:26,108.45,11.46,0.85,40840
AP09AB1234,2025-12-15 16:11:29,95.32,14.17,0.65,40845
AP09AB1234,2025-12-15 16:11:32,104.5,12.3,0.8,40847
AP09AB1234,2025-12-15 16:11:35,95.38,10.52,0.45,40852
AP09AB1234,2025-12-15 16:11:38,88.06,10.63,0.72,40855
AP09AB1234,2025-12-15 16:11:41,92.96,14.05,0.63,40859
AP09AB1234,2025-12-15 16:11:44,80.44,13.7,0.97,40863
AP09AB1234,2025-12-15 16:11:47,75.13,10.64,0.42,40868
AP09AB1234,2025-12-15 16:11:50,89.43,12.79,0.46,40869
AP09AB1234,2025-12-15 16:11:53,79.97,12.2,0.87,40874
AP09AB1234,2025-12-15 16:11:56,103.72,13.46,0.33,40878
AP09AB1234,2025-12-15 16:11:59,79.02,12.7,0.27,40879
AP09AB1234,2025-12-15 16:12:02,99.19,13.93,0.88,40883
AP09AB1234,2025-12-15 16:12:05,108.36,11.37,0.35,40887
AP09AB1234,2025-12-15 16:12:08,104.86,11.33,0.82,40890
AP09AB1234,2025-12-15 16:12:11,107.45,13.9,0.78,40892
AP09AB1234,2025-12-15 16:12:14,101.32,12.81,0.62,40896
AP09AB1234,2025-12-15 16:12:17,99.03,11.86,0.77,40899
AP09AB1234,2025-12-15 16:12:20,87.15,10.65,0.57,40902
AP09AB1234,2025-12-15 16:12:23,78.84,14.06,0.33,40904
AP09AB1234,2025-12-15 16:12:26,105.63,10.68,0.44,40909
AP09AB1234,2025-12-15 16:12:29,78.99,11.87,0.86,40914
AP09AB1234,2025-12-15 16:12:32,91.4,10.97,0.81,40919
AP09AB1234,2025-12-15 16:12:35,95.58,11.11,0.64,40923
AP09AB1234,2025-12-15 16:12:38,93.97,14.37,0.6,40927
AP09AB1234,2025-12-15 16:12:41,92.67,11.02,0.82,40930
AP09AB1234,2025-12-15 16:12:44,76.58,14.13,0.3,40931
AP09AB1234,2025-12-15 16:12:47,90.64,13.82,0.97,40934
AP09AB1234,2025-12-15 16:12:50,89.3,13.54,0.91,40938
AP09AB1234,2025-12-15 16:12:53,94.39,11.53,0.82,40943
AP09AB1234,2025-12-15 16:12:56,83.82,11.15,0.91,40948
AP09AB1234,2025-12-15 16:12:59,75.72,12.86,0.49,40952
AP09AB1234,2025-12-15 16:13:02,97.53,14.35,0.27,40956
AP09AB1234,2025-12-15 16:13:05,84.88,11.17,0.6,40961
AP09AB1234,2025-12-15 16:13:08,107.38,12.36,0.94,40963
AP09AB1234,2025-12-15 16:13:11,89.89,11.04,0.2,40966
AP09AB1234,2025-12-15 16:13:14,90.27,12.6,0.47,40967
AP09AB1234,2025-12-15 16:13:17,95.38,14.15,0.69,40972
AP09AB1234,2025-12-15 16:13:20,101.79,11.82,0.85,40976
AP09AB1234,2025-12-15 16:13:23,79.07,12.33,0.33,40981
AP09AB1234,2025-12-15 16:13:26,87.72,13.33,0.7,40982
AP09AB1234,2025-12-15 16:13:29,101.68,12.01,0.85,40984
AP09AB1234,2025-12-15 16:13:32,95.25,11.84,0.9,40988
AP09AB1234,2025-12-15 16:13:35,91.38,12.32,0.77,40990
AP09AB1234,2025-12-15 16:13:38,106.03,13.61,0.41,40991
AP09AB1234,2025-12-15 16:13:41,92.52,12.66,0.37,40995
AP09AB1234,2025-12-15 16:13:44,98.82,11.59,0.73,40997
AP09AB1234,2025-12-15 16:13:47,106.26,10.95,0.65,41000
AP09AB1234,2025-12-15 16:13:50,96.41,11.62,0.6,41002
AP09AB1234,2025-12-15 16:13:53,89.64,11.3,0.9,41004
AP09AB1234,2025-12-15 16:13:56,97.78,11.72,0.9,41007
AP09AB1234,2025-12-15 16:13:59,81.42,12.26,0.88,41010
AP09AB1234,2025-12-15 16:14:02,97.0,10.66,0.76,41013
AP09AB1234,2025-12-15 16:14:05,87.14,11.58,0.23,41016
AP09AB1234,2025-12-15 16:14:08,82.76,14.45,0.81,41017
AP09AB1234,2025-12-15 16:14:11,90.56,13.1,0.35,41022
AP09AB1234,2025-12-15 16:14:14,77.85,11.55,0.86,41026
AP09AB1234,2025-12-15 16:14:17,84.87,11.74,0.98,41028
AP09AB1234,2025-12-15 16:14:20,108.92,12.3,0.8,41033
AP09AB1234,2025-12-15 16:14:23,87.88,11.92,0.25,41036
AP09AB1234,2025-12-15 16:14:26,100.1,13.79,0.59,41037
AP09AB1234,2025-12-15 16:14:29,91.86,12.28,0.83,41042
AP09AB1234,2025-12-15 16:14:32,81.42,13.41,0.45,41043
AP09AB1234,2025-12-15 16:14:35,109.74,13.93,0.68,41045
AP09AB1234,2025-12-15 16:14:38,84.93,11.33,0.52,41046
AP09AB1234,2025-12-15 16:14:41,86.88,13.92,0.52,41048
AP09AB1234,2025-12-15 16:14:44,98.73,12.56,0.71,41050
AP09AB1234,2025-12-15 16:14:47,104.17,12.88,0.78,41051
AP09AB1234,2025-12-15 16:14:50,99.84,11.6,0.96,41056
AP09AB1234,2025-12-15 16:14:53,102.0,12.97,0.74,41058
AP09AB1234,2025-12-15 16:14:56,77.3,13.25,0.99,41061
AP09AB1234,2025-12-15 16:14:59,87.59,12.54,0.22,41063
AP09AB1234,2025-12-15 16:15:02,83.05,11.55,0.21,41065
AP09AB1234,2025-12-15 16:15:05,96.65,12.34,0.29,41068
AP09AB1234,2025-12-15 16:15:08,76.12,11.0,0.44,41070
AP09AB1234,2025-12-15 16:15:11,80.07,11.93,0.28,41074
AP09AB1234,2025-12-15 16:15:14,96.96,12.66,0.22,41076
AP09AB1234,2025-12-15 16:15:17,101.84,13.6,0.99,41078
AP09AB1234,2025-12-15 16:15:20,81.66,12.12,0.35,41082
AP09AB1234,2025-12-15 16:15:23,101.8,13.31,0.9,41087
AP09AB1234,2025-12-15 16:15:26,102.83,12.27,0.73,41091
AP09AB1234,2025-12-15 16:15:29,96.26,11.77,0.86,41094
AP09AB1234,2025-12-15 16:15:32,83.03,11.97,0.85,41099
AP09AB1234,2025-12-15 16:15:35,87.49,11.39,0.6,41101
AP09AB1234,2025-12-15 16:15:38,78.21,12.43,0.86,41106
AP09AB1234,2025-12-15 16:15:41,93.0,11.88,0.3,41108
AP09AB1234,2025-12-15 16:15:44,79.38,13.6,0.51,41112
AP09AB1234,2025-12-15 16:15:48,79.36,12.12,0.9,41117
AP09AB1234,2025-12-15 16:15:51,86.47,11.9,0.55,41120
AP09AB1234,2025-12-15 16:15:54,80.91,13.29,0.5,41125
AP09AB1234,2025-12-15 16:15:57,101.42,12.76,0.53,41126
AP09AB1234,2025-12-15 16:16:00,95.42,11.86,0.67,41129
AP09AB1234,2025-12-15 16:16:03,100.02,13.04,0.58,41131
AP09AB1234,2025-12-15 16:16:06,109.42,10.8,0.92,41135
AP09AB1234,2025-12-15 16:16:09,107.52,13.9,0.79,41139
AP09AB1234,2025-12-15 16:16:12,91.57,12.02,0.75,41143
AP09AB1234,2025-12-15 16:16:15,88.11,12.06,0.66,41145
AP09AB1234,2025-12-15 16:16:18,94.31,12.75,0.7,41150
AP09AB1234,2025-12-15 16:16:21,88.73,13.97,0.64,41154
AP09AB1234,2025-12-15 16:16:24,98.99,13.95,0.29,41159
AP09AB1234,2025-12-15 16:16:27,76.74,12.06,0.57,41162
AP09AB1234,2025-12-15 16:16:30,92.68,12.72,0.35,41165
AP09AB1234,2025-12-15 16:16:33,101.14,11.58,0.29,41168
AP09AB1234,2025-12-15 16:16:36,86.65,10.63,0.49,41171
AP09AB1234,2025-12-15 16:16:39,91.48,13.84,0.62,41172
AP09AB1234,2025-12-15 16:16:42,97.71,13.25,0.4,41173
AP09AB1234,2025-12-15 16:16:45,101.3,13.55,0.54,41178
AP09AB1234,2025-12-15 16:16:48,78.33,12.65,0.73,41182
AP09AB1234,2025-12-15 16:16:51,100.78,10.96,0.87,41183
AP09AB1234,2025-12-15 16:16:54,85.03,11.98,0.26,41184
